,modelo,ano_modelo,marca,modelo_raw
2882,JOY HATCH 1.0 8V BLACK EDITION FLEX MEC.,2020.0,GM - CHEVROLET,JOY HATCH 1.0 8V BLACK EDITION FLEX MEC.
2885,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,2018.0,GM - CHEVROLET,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.
2895,MOBI LIKE 1.0 FIRE FLEX 5P.,2021.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
2899,COMPASS SPORT T270 1.3 TB 4X2 FLEX AUT.,2022.0,JEEP,COMPASS SPORT T270 1.3 TB 4X2 FLEX AUT.
2915,KICKS S CVT,2019.0,NISSAN,NISSAN/KICKS S CVT
2923,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,2020.0,RENAULT,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P
2931,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,2021.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.
2932,500 CULT,2017.0,FIAT,I/FIAT 500 CULT
2933,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT.,2021.0,VW - VOLKSWAGEN,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT
2947,208 GT,2017.0,PEUGEOT,PEUGEOT/208 GT
2948,HR-V EX 1.8 FLEXONE 16V 5P AUT.,2019.0,HONDA,HR-V EX 1.8 FLEXONE 16V 5P AUT.
2953,X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.,2022.0,BMW,BMW X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.
2961,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P,2019.0,VW - VOLKSWAGEN,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P
2963,VW/VOYAGE 1.0L MC4,2020.0,VW - VOLKSWAGEN,VW/VOYAGE 1.0L MC4
2990,RENEGADE NIGHT EAGLE 1.8 4X2 FLEX AUT.,2018.0,JEEP,RENEGADE NIGHT EAGLE 1.8 4X2 FLEX AUT.
2995,KA SE PLUS AT1.5HAC,2021.0,FORD,FORD/KA SE PLUS AT1.5HAC
3006,DOBLO ESSENCE 1.8 FLEX 16V 5P,2019.0,FIAT,DOBLO ESSENCE 1.8 FLEX 16V 5P
3008,TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.,2018.0,FIAT,TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.
3010,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,2020.0,GM - CHEVROLET,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.
3019,SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.,2020.0,GM - CHEVROLET,SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.
3043,ECOSPORT SE AT 1.5,2018.0,FORD,FORD/ECOSPORT SE AT 1.5
3044,ECOSPORT FSL AT 1.5,2018.0,FORD,FORD/ECOSPORT FSL AT 1.5
3050,POLO 2.0 MI 116CV 8V 5P,2019.0,VW - VOLKSWAGEN,POLO 2.0 MI 116CV 8V 5P
3065,A4 2.0TFSI,2019.0,AUDI,I/AUDI A4 2.0TFSI
3067,IX35 GL 2.0 16V 2WD FLEX AUT.,2021.0,HYUNDAI,IX35 GL 2.0 16V 2WD FLEX AUT.
3068,STRADA FREEDOM 1.4 FLEX 8V CD,2020.0,FIAT,STRADA FREEDOM 1.4 FLEX 8V CD
3072,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.,2020.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.
3075,C300,2019.0,M.BENZ,M.BENZ/C300
3088,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT.,2021.0,TOYOTA,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT
3093,AUDQ3 1.4TFSI,2017.0,AUDI,AUDI/Q3 1.4TFSI
3099,HILUX CSLSTM4FD,2021.0,TOYOTA,I/TOYOTA HILUX CSLSTM4FD
3102,POLO GTS 1.4 TSI 16V FLEX,2020.0,VW - VOLKSWAGEN,POLO GTS 1.4 TSI 16V FLEX
3104,FOX CONNECT 1.6 FLEX 8V 5P,2022.0,VW - VOLKSWAGEN,FOX CONNECT 1.6 FLEX 8V 5P
3115,X3 XDRIVE 30I X-LINE 2.0 TURBO 252CV AUT.,2018.0,BMW,BMW X3 XDRIVE 30I X-LINE 2.0 TURBO 252CV AUT
3118,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,2021.0,HONDA,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P
3125,HB20 R SPEC 1.6 FLEX 16V AUT.,2019.0,HYUNDAI,HB20 R SPEC 1.6 FLEX 16V AUT.
3131,KICKS S MT,2018.0,NISSAN,NISSAN/KICKS S MT
3132,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.,2022.0,GM - CHEVROLET,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.
3147,PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,2019.0,GM - CHEVROLET,PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.
3161,HR-V EXL 1.8 FLEXONE 16V 5P AUT.,2019.0,HONDA,HR-V EXL 1.8 FLEXONE 16V 5P AUT.
3172,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.,2020.0,TOYOTA,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.
3182,C180FF,2020.0,M.BENZ,M.BENZ/C180FF
3184,ECOSPORT TIT2AT 1.5,2021.0,FORD,FORD/ECOSPORT TIT2AT 1.5
3198,HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,2018.0,TOYOTA,HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL
3200,SANDERO EXPRESSION FLEX 1.0 12V 5P,2020.0,RENAULT,SANDERO EXPRESSION FLEX 1.0 12V 5P
3201,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.,2018.0,RENAULT,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.
3208,RANGER XLSCD4A22C,2017.0,FORD,I/FORD RANGER XLSCD4A22C
3210,RANGER LTDCD4A32C,2020.0,FORD,I/FORD RANGER LTDCD4A32C
3214,SENTRA 20SV CVT,2019.0,NISSAN,I/NISSAN SENTRA 20SV CVT
3230,STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,2017.0,FIAT,STRADA WORKING HARD 1.4 FIRE FLEX 8V CD
3246,KA SE 1.5 HA B,2018.0,FORD,FORD/KA SE 1.5 HA B
3250,POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2021.0,VW - VOLKSWAGEN,POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.
3253,HB20S VISION 1.6 FLEX 16V AUT.,2020.0,HYUNDAI,HB20S VISION 1.6 FLEX 16V AUT.
3261,SANDERO EXPRESSION EASYR FLEX 1.6 16V 5P,2018.0,RENAULT,SANDERO EXPRESSION EASYR FLEX 1.6 16V 5P
3263,HR-V EX 1.8 FLEXONE 16V 5P AUT.,2017.0,HONDA,HR-V EX 1.8 FLEXONE 16V 5P AUT.
3307,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL,2017.0,TOYOTA,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL
3309,VW/UP MOVE MCV,2019.0,VW - VOLKSWAGEN,VW/UP MOVE MCV
3315,HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,2019.0,HYUNDAI,HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P
3317,GOLF HIGHLINE 1.4 TSI TOTAL FLEX MEC.,2017.0,VW - VOLKSWAGEN,GOLF HIGHLINE 1.4 TSI TOTAL FLEX MEC.
3318,RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,2020.0,JEEP,RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.
3349,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,2021.0,GM - CHEVROLET,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.
3351,F 850 GS PREMIUM,2019.0,BMW,BMW F 850 GS PREMIUM
3362,XC60 2.0 T5 MOM,2019.0,VOLVO,I/VOLVO XC60 2.0 T5 MOM
3375,ECOSPORT SE AT 1.5,2019.0,FORD,FORD/ECOSPORT SE AT 1.5
3382,ECOSPORT FSL 1.5,2020.0,FORD,FORD/ECOSPORT FSL 1.5
3387,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC.,2018.0,CITROËN,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC
3393,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,2018.0,RENAULT,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.
3397,CITROEN/C4CACTUS FEEL PK,2020.0,CITROËN,CITROEN/C4CACTUS FEEL PK
3400,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,2021.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.
3419,TIGGO 8 TXS 1.6 16V TGDI AUT.,2022.0,CHERY,TIGGO 8 TXS 1.6 16V TGDI AUT.
3422,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,2017.0,HONDA,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.
3430,TRACKER PREMIER 1.2 TURBO 12V FLEX AUT.,2022.0,GM - CHEVROLET,TRACKER PREMIER 1.2 TURBO 12V FLEX AUT.
3443,208 ACTIVE PACK 1.2 FLEX 12V 5P MEC.,2017.0,PEUGEOT,208 ACTIVE PACK 1.2 FLEX 12V 5P MEC.
3445,ETIOS X 1.3 FLEX 16V 5P AUT.,2018.0,TOYOTA,ETIOS X 1.3 FLEX 16V 5P AUT.
3446,FOX CONNECT 1.6 FLEX 8V 5P,2021.0,VW - VOLKSWAGEN,FOX CONNECT 1.6 FLEX 8V 5P
3458,AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT.,2021.0,VW - VOLKSWAGEN,AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT
3462,FIESTA 16SE AT,2017.0,FORD,FORD/FIESTA 16SE AT
3477,LOGAN ICONIC FLEX 1.6 16V 4P AUT.,2020.0,RENAULT,LOGAN ICONIC FLEX 1.6 16V 4P AUT.
3485,208 ALLURE MT,2018.0,PEUGEOT,PEUGEOT/208 ALLURE MT
3493,LOGAN ZEN FLEX 1.6 16V 4P MEC.,2021.0,RENAULT,LOGAN ZEN FLEX 1.6 16V 4P MEC.
3496,ECOSPORT SE 1.5,2021.0,FORD,FORD/ECOSPORT SE 1.5
3502,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,2020.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.
3503,ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,2019.0,GM - CHEVROLET,ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.
3512,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT.,2018.0,GM - CHEVROLET,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT
3519,UNO WAY 1.0 FLEX 6V 5P,2017.0,FIAT,UNO WAY 1.0 FLEX 6V 5P
3524,KA SE PLUS 1.0 HA C,2021.0,FORD,FORD/KA SE PLUS 1.0 HA C
3528,T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,2022.0,VW - VOLKSWAGEN,T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.
3534,HR-V EX 1.8 FLEXONE 16V 5P AUT.,2021.0,HONDA,HR-V EX 1.8 FLEXONE 16V 5P AUT.
3549,TRACKER LTZ 1.2 TURBO 12V FLEX AUT.,2021.0,GM - CHEVROLET,TRACKER LTZ 1.2 TURBO 12V FLEX AUT.
3555,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,2022.0,CHERY,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.
3570,IX35 GL 2.0 16V 2WD FLEX AUT.,2019.0,HYUNDAI,IX35 GL 2.0 16V 2WD FLEX AUT.
3575,ARGO TREKKING 1.3 8V FLEX,2022.0,FIAT,ARGO TREKKING 1.3 8V FLEX
3597,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,2022.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.
3603,ARGO TREKKING 1.8 16V FLEX AUT.,2021.0,FIAT,ARGO TREKKING 1.8 16V FLEX AUT.
3607,CLA200FF,2018.0,M.BENZ,I/M.BENZ CLA200FF
3643,SANDERO EXPRESSION FLEX 1.0 12V 5P,2019.0,RENAULT,SANDERO EXPRESSION FLEX 1.0 12V 5P
3644,HILUX SW4 4X4 3.0 12V V6,2021.0,TOYOTA,HILUX SW4 4X4 3.0 12V V6
3645,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT.,2017.0,GM - CHEVROLET,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT
3654,OROCH DYN 16 SCE,2022.0,RENAULT,RENAULT/OROCH DYN 16 SCE
3693,COMMANDER OVR TD380,2022.0,JEEP,JEEP/COMMANDER OVR TD380
3707,FRONTIER LEATX4,2017.0,NISSAN,I/NISSAN FRONTIER LEATX4
3709,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,2021.0,CHERY,TIGGO 5X T 1.5 16V TURBO FLEX AUT.
3737,FOX CONNECT 1.6 FLEX 8V 5P,2018.0,VW - VOLKSWAGEN,FOX CONNECT 1.6 FLEX 8V 5P
3744,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.,2019.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.
3748,S 1000 RR,2019.0,BMW,BMW S 1000 RR
3765,KA SE PLUS 1.5 HA C,2020.0,FORD,FORD/KA SE PLUS 1.5 HA C
3766,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,2022.0,CHERY,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P
3782,KA SE PLUS 1.0 HA C,2020.0,FORD,FORD/KA SE PLUS 1.0 HA C
3784,CAPTUR LIFE 1.6 16V FLEX 5P AUT.,2021.0,RENAULT,CAPTUR LIFE 1.6 16V FLEX 5P AUT.
3789,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.,2017.0,HONDA,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.
3805,HILUX CHLSTM4FD,2018.0,TOYOTA,I/TOYOTA HILUX CHLSTM4FD
3823,DUSTER ICONIC 1.6 16V FLEX AUT.,2022.0,RENAULT,DUSTER ICONIC 1.6 16V FLEX AUT.
3828,UP! XTREME 1.0 TSI TOTAL FLEX 12V 5P,2021.0,VW - VOLKSWAGEN,UP! XTREME 1.0 TSI TOTAL FLEX 12V 5P
3837,CAPTUR LIFE 1.6 16V FLEX 5P AUT.,2019.0,RENAULT,CAPTUR LIFE 1.6 16V FLEX 5P AUT.
3841,TUCSON GLS 1.6 TURBO 16V AUT.,2018.0,HYUNDAI,TUCSON GLS 1.6 TURBO 16V AUT.
3850,ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.,2018.0,TOYOTA,ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.
3856,CRUZE PREMIER 1.4 16V TB FLEX AUT.,2020.0,GM - CHEVROLET,CRUZE PREMIER 1.4 16V TB FLEX AUT.
3864,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,2020.0,CHERY,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P
3865,HR-V LX 1.8 FLEXONE 16V 5P AUT.,2018.0,HONDA,HR-V LX 1.8 FLEXONE 16V 5P AUT.
3877,PULSE IMPETUS 1.0 TURBO 200 FLEX AUT.,2022.0,FIAT,PULSE IMPETUS 1.0 TURBO 200 FLEX AUT.
3882,FOCUS SE AT 2.0SC,2018.0,FORD,I/FORD FOCUS SE AT 2.0SC
3888,FRONTIER XE X4,2019.0,NISSAN,I/NISSAN FRONTIER XE X4
3900,UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,2019.0,VW - VOLKSWAGEN,UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P
3901,XC40 T5H RDESIGN,2020.0,VOLVO,I/VOLVO XC40 T5H RDESIGN
3919,VERSA 16SV CVT,2018.0,NISSAN,NISSAN/VERSA 16SV CVT
3942,YARIS XL 1.3 FLEX 16V 5P AUT.,2020.0,TOYOTA,YARIS XL 1.3 FLEX 16V 5P AUT.
3957,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2020.0,FIAT,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P
3961,KA FSL AT 1.5 HA C,2021.0,FORD,FORD/KA FSL AT 1.5 HA C
3981,UNO SPORTING 1.3 FLEX 8V 5P,2017.0,FIAT,UNO SPORTING 1.3 FLEX 8V 5P
3996,CRETA SPORT 2.0 16V FLEX AUT.,2019.0,HYUNDAI,CRETA SPORT 2.0 16V FLEX AUT.
3997,OROCH DYN 16 SCE,2021.0,RENAULT,RENAULT/OROCH DYN 16 SCE
4005,SANDERO ST16RSCE,2018.0,RENAULT,RENAULT/SANDERO ST16RSCE
4015,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,2019.0,RENAULT,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.
4018,RANGER LTDCD4A32C,2019.0,FORD,I/FORD RANGER LTDCD4A32C
4021,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,2020.0,GM - CHEVROLET,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.
4027,COMPASS NIGHT EGL D,2018.0,JEEP,JEEP/COMPASS NIGHT EGL D
4032,SENTRA 20SV CVT,2020.0,NISSAN,I/NISSAN SENTRA 20SV CVT
4038,MARCH 16SV,2018.0,NISSAN,NISSAN/MARCH 16SV
4045,TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2017.0,FIAT,TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.
4058,WR-V LX 1.5 FLEXONE 16V 5P AUT.,2021.0,HONDA,WR-V LX 1.5 FLEXONE 16V 5P AUT.
4067,YARIS XS CONNECT 1.5 FLEX 16V 5P AUT.,2020.0,TOYOTA,YARIS XS CONNECT 1.5 FLEX 16V 5P AUT.
4074,ETIOS HB X VSC MT,2020.0,TOYOTA,TOYOTA/ETIOS HB X VSC MT
4083,208 ALLURE AT,2017.0,PEUGEOT,PEUGEOT/208 ALLURE AT
4107,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.,2019.0,VW - VOLKSWAGEN,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.
4115,COMPASS LIMITED S,2020.0,JEEP,JEEP/COMPASS LIMITED S
4121,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT.,2019.0,HONDA,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT
4132,RENEGADE 1.8 AUTOM.,2021.0,JEEP,JEEP/RENEGADE 1.8 AUTOM.
4140,FUSION TITGTDIFWD,2018.0,FORD,I/FORD FUSION TITGTDIFWD
4154,SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,2019.0,RENAULT,SANDERO AUTHENTIQUE FLEX 1.0 12V 5P
4164,ECOSPORT ATM4AT 2.0,2020.0,FORD,FORD/ECOSPORT ATM4AT 2.0
4166,KICKS S 1.6 16V FLEXSTAR 5P MEC.,2020.0,NISSAN,KICKS S 1.6 16V FLEXSTAR 5P MEC.
4172,POLO 1.0 MI 79CV 16V 5P,2021.0,VW - VOLKSWAGEN,POLO 1.0 MI 79CV 16V 5P
4189,HB20S COMFORT 1.0 FLEX 12V MEC.,2018.0,HYUNDAI,HB20S COMFORT 1.0 FLEX 12V MEC.
4195,SAVEIRO CROSS 1.6 T. FLEX 16V CE,2018.0,VW - VOLKSWAGEN,SAVEIRO CROSS 1.6 T. FLEX 16V CE
4208,CITROEN/AIRCROSS STARTMT,2018.0,CITROËN,CITROEN/AIRCROSS STARTMT
4213,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT.,2018.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT
4215,MARCH 10 MT,2017.0,NISSAN,NISSAN/MARCH 10 MT
4244,HB20 SENSE 1.0 FLEX 12V MEC.,2022.0,HYUNDAI,HB20 SENSE 1.0 FLEX 12V MEC.
4249,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P,2017.0,FIAT,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P
4257,LOGAN ZEN FLEX 1.0 12V 4P MEC.,2021.0,RENAULT,LOGAN ZEN FLEX 1.0 12V 4P MEC.
4262,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,2021.0,HONDA,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.
4264,ETIOS X SEDAN 1.5 FLEX 16V 4P MEC.,2018.0,TOYOTA,ETIOS X SEDAN 1.5 FLEX 16V 4P MEC.
4278,ETIOS XS 1.5 FLEX 16V 5P MEC.,2018.0,TOYOTA,ETIOS XS 1.5 FLEX 16V 5P MEC.
4286,S60 T8 R-DESIGN,2020.0,VOLVO,I/VOLVO S60 T8 R-DESIGN
4288,HB20X STYLE 1.6 FLEX 16V AUT.,2018.0,HYUNDAI,HB20X STYLE 1.6 FLEX 16V AUT.
4290,AMAROK CD 4X4 TREND,2018.0,VW - VOLKSWAGEN,I/VW AMAROK CD 4X4 TREND
4308,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CD,2021.0,VW - VOLKSWAGEN,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CD
4313,NIVUS HIGHLINE 1.0 200 TSI FLEX AUT.,2022.0,VW - VOLKSWAGEN,NIVUS HIGHLINE 1.0 200 TSI FLEX AUT.
4322,HB20S COMFORT 1.0 FLEX 12V MEC.,2017.0,HYUNDAI,HB20S COMFORT 1.0 FLEX 12V MEC.
4325,ARGO TREKKING 1.3 8V FLEX,2021.0,FIAT,ARGO TREKKING 1.3 8V FLEX
4330,Q5 2.0TFSI,2018.0,AUDI,I/AUDI Q5 2.0TFSI
4339,HR-V EXL 1.8 FLEXONE 16V 5P AUT.,2017.0,HONDA,HR-V EXL 1.8 FLEXONE 16V 5P AUT.
4350,AUDA3 LM 220CV,2018.0,AUDI,AUDI/A3 LM 220CV
4353,JETTA GLI 350 TSI 2.0 16V 4P AUT.,2020.0,VW - VOLKSWAGEN,JETTA GLI 350 TSI 2.0 16V 4P AUT.
4354,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2018.0,VW - VOLKSWAGEN,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT
4357,DUSTER EXPRESSION 1.6 FLEX 16V AUT.,2017.0,RENAULT,DUSTER EXPRESSION 1.6 FLEX 16V AUT.
4359,RANGER LTDCD4A32C,2022.0,FORD,I/FORD RANGER LTDCD4A32C
4373,HILUX SW4 4X4 3.0 12V V6,2020.0,TOYOTA,HILUX SW4 4X4 3.0 12V V6
4380,LOGAN ZEN FLEX 1.6 16V 4P AUT.,2022.0,RENAULT,LOGAN ZEN FLEX 1.6 16V 4P AUT.
4384,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.,2018.0,GM - CHEVROLET,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.
4388,KWID INTENSE 1.0 FLEX 12V 5P MEC.,2021.0,RENAULT,KWID INTENSE 1.0 FLEX 12V 5P MEC.
4395,VW/NOVA SAVEIRO TL MBVD,2017.0,VW - VOLKSWAGEN,VW/NOVA SAVEIRO TL MBVD
4396,RENEGADE LIMITED AT,2018.0,JEEP,JEEP/RENEGADE LIMITED AT
4397,CITROEN/AIRCROSS LIVE AT,2018.0,CITROËN,CITROEN/AIRCROSS LIVE AT
4408,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,2021.0,FIAT,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.
4448,Q5 2.0TFSI,2019.0,AUDI,I/AUDI Q5 2.0TFSI
4476,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2021.0,VW - VOLKSWAGEN,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V
4490,SANDERO SPORT RS 2.0 FLEX 16V 5P,2017.0,RENAULT,SANDERO SPORT RS 2.0 FLEX 16V 5P
4518,R 1250 GS ADVENTURE PREMIUM,2020.0,BMW,BMW R 1250 GS ADVENTURE PREMIUM
4524,CAPTUR INTENSE 1.6 16V FLEX 5P AUT.,2021.0,RENAULT,CAPTUR INTENSE 1.6 16V FLEX 5P AUT.
4527,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.,2017.0,TOYOTA,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.
4540,COMPASS LONGITUDE D,2017.0,JEEP,JEEP/COMPASS LONGITUDE D
4546,UNO WAY 1.3,2020.0,FIAT,FIAT/UNO WAY 1.3
4548,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.,2018.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P AUT.
4550,PALIO ATTRACTIV 1.0,2017.0,FIAT,FIAT/PALIO ATTRACTIV 1.0
4552,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.,2020.0,RENAULT,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.
4554,ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.,2019.0,GM - CHEVROLET,ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.
4571,POLO 2.0 MI 116CV 8V 5P,2020.0,VW - VOLKSWAGEN,POLO 2.0 MI 116CV 8V 5P
4575,DOBLO ESSENCE 1.8 FLEX 16V 5P,2020.0,FIAT,DOBLO ESSENCE 1.8 FLEX 16V 5P
4602,VW/NOVA SAVEIRO PP MBVD,2018.0,VW - VOLKSWAGEN,VW/NOVA SAVEIRO PP MBVD
4615,Q3 1.4TFSI,2021.0,AUDI,I/AUDI Q3 1.4TFSI
4624,STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD,2020.0,FIAT,STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD
4628,A200FF,2018.0,M.BENZ,I/M.BENZ A200FF
4637,HR-V EXL 1.8 FLEXONE 16V 5P AUT.,2018.0,HONDA,HR-V EXL 1.8 FLEXONE 16V 5P AUT.
4667,PASSAT HL TSI AA,2018.0,VW - VOLKSWAGEN,I/VW PASSAT HL TSI AA
4679,CITROEN/C3 PTECH M ATTR,2021.0,CITROËN,CITROEN/C3 PTECH M ATTR
4682,ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.,2018.0,GM - CHEVROLET,ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.
4688,STRADA FREEDOM 1.3 FLEX 8V CS PLUS,2020.0,FIAT,STRADA FREEDOM 1.3 FLEX 8V CS PLUS
4690,CAPTUR LIFE 1.6 16V FLEX 5P AUT.,2020.0,RENAULT,CAPTUR LIFE 1.6 16V FLEX 5P AUT.
4719,2008 GRIFFE EAT6,2020.0,PEUGEOT,PEUGEOT/2008 GRIFFE EAT6
4730,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P,2020.0,FIAT,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P
4733,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2018.0,VW - VOLKSWAGEN,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V
4765,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT.,2021.0,HONDA,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT
4783,STRADA FREEDOM 1.3 FLEX 8V CD,2022.0,FIAT,STRADA FREEDOM 1.3 FLEX 8V CD
