,modelo,ano_modelo,marca,modelo_raw
6648,ONIX HATCH LT 1.0 12V TB FLEX 5P AUT.,2021.0,GM - CHEVROLET,ONIX HATCH LT 1.0 12V TB FLEX 5P AUT.
6671,COMPASS LIMITED S,2019.0,JEEP,JEEP/COMPASS LIMITED S
6685,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,2019.0,GM - CHEVROLET,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.
6698,ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.,2021.0,GM - CHEVROLET,ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.
6730,CR-V TOURING 1.5 16V 4WD 5P AUT.,2018.0,HONDA,CR-V TOURING 1.5 16V 4WD 5P AUT.
6739,ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT.,2021.0,GM - CHEVROLET,ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT
6743,ETIOS X 1.3 FLEX 16V 5P AUT.,2020.0,TOYOTA,ETIOS X 1.3 FLEX 16V 5P AUT.
6774,CITROEN/C3 1.6 A TEND,2017.0,CITROËN,CITROEN/C3 1.6 A TEND
6847,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,2017.0,GM - CHEVROLET,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD
6874,VOYAGE C/CL/FOX 1.6,2017.0,VW - VOLKSWAGEN,VOYAGE C/CL/FOX 1.6
6877,VERSA 10 S,2018.0,NISSAN,NISSAN/VERSA 10 S
6899,SANDERO ZEN FLEX 1.0 12V 5P MEC.,2022.0,RENAULT,SANDERO ZEN FLEX 1.0 12V 5P MEC.
6901,KA SEL 1.0 HA B,2018.0,FORD,FORD/KA SEL 1.0 HA B
6935,DUSTER ZEN 1.6 16V FLEX MEC.,2021.0,RENAULT,DUSTER ZEN 1.6 16V FLEX MEC.
6937,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC.,2020.0,RENAULT,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC
6963,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX MEC.,2020.0,GM - CHEVROLET,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX MEC.
6989,SIENA ESSENCE 1.6 FLEX 16V 4P,2017.0,FIAT,SIENA ESSENCE 1.6 FLEX 16V 4P
7020,JETTA AF,2019.0,VW - VOLKSWAGEN,I/VW JETTA AF
7067,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,2017.0,GM - CHEVROLET,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.
7078,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2019.0,FIAT,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P
7090,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P,2018.0,HONDA,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P
7096,VERSA 10,2020.0,NISSAN,NISSAN/VERSA 10
7102,PRIUS 1.8 16V 5P AUT. (HÍBRIDO),2017.0,TOYOTA,PRIUS 1.8 16V 5P AUT. (HÍBRIDO)
7105,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,2017.0,JEEP,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.
7106,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,2021.0,JEEP,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.
7115,COMPASS TRAILHAWK D,2019.0,JEEP,JEEP/COMPASS TRAILHAWK D
7120,SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,2020.0,FIAT,SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P
7132,S10 HC DD4A,2020.0,GM - CHEVROLET,CHEVROLET/S10 HC DD4A
7152,SAVEIRO CROSS 1.6 T.FLEX 16V CD,2019.0,VW - VOLKSWAGEN,SAVEIRO CROSS 1.6 T.FLEX 16V CD
7161,ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,2021.0,GM - CHEVROLET,CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.
7199,COMPASS SPORT 2.0 4X4 FLEX 16V AUT.,2018.0,JEEP,COMPASS SPORT 2.0 4X4 FLEX 16V AUT.
7222,REANGER XLSCD2A22,2020.0,FORD,I/FORD REANGER XLSCD2A22
7256,KA TRAIL 1.0 HA B,2018.0,FORD,FORD/KA TRAIL 1.0 HA B
7323,POLO 2.0 MI 116CV 8V 5P,2021.0,VW - VOLKSWAGEN,POLO 2.0 MI 116CV 8V 5P
7326,STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE,2018.0,FIAT,STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE
7344,COROLLA GR-SPORT 2.0 FLEX 16V AUT.,2022.0,TOYOTA,COROLLA GR-SPORT 2.0 FLEX 16V AUT.
7352,ARGO PRECISION 1.8 16V FLEX AUT.,2020.0,FIAT,ARGO PRECISION 1.8 16V FLEX AUT.
7355,KWID LIFE 1.0 FLEX 12V 5P MEC.,2018.0,RENAULT,KWID LIFE 1.0 FLEX 12V 5P MEC.
7367,UP! CONNECT 1.0 TSI TOTAL FLEX 12V 5P,2020.0,VW - VOLKSWAGEN,UP! CONNECT 1.0 TSI TOTAL FLEX 12V 5P
7392,CRETA PULSE 1.6 16V FLEX AUT.,2020.0,HYUNDAI,CRETA PULSE 1.6 16V FLEX AUT.
7396,ATEGO 2730K 6X4 CE,2018.0,M.BENZ,M.BENZ/ATEGO 2730K 6X4 CE
7427,RAV4 2.0 4X2 16V AUT.,2017.0,TOYOTA,RAV4 2.0 4X2 16V AUT.
7444,VERSA 16 SL,2018.0,NISSAN,NISSAN/VERSA 16 SL
7447,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.,2020.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.
7453,VIRTUS GTS 1.4 TSI 16V FLEX 4P,2020.0,VW - VOLKSWAGEN,VIRTUS GTS 1.4 TSI 16V FLEX 4P
7507,VERSA 16SV CVT,2019.0,NISSAN,NISSAN/VERSA 16SV CVT
7508,HILUX SW4 4X4 3.0 12V V6,2018.0,TOYOTA,HILUX SW4 4X4 3.0 12V V6
7511,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2018.0,FIAT,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P
7518,F 800 GS ADVENTURE,2018.0,BMW,BMW F 800 GS ADVENTURE
7533,FIESTA 16SE,2018.0,FORD,FORD/FIESTA 16SE
7535,TRACKER LTZ 1.0 TURBO 12V FLEX AUT.,2022.0,GM - CHEVROLET,TRACKER LTZ 1.0 TURBO 12V FLEX AUT.
7538,V60 T4 MOMENTUM,2017.0,VOLVO,I/VOLVO V60 T4 MOMENTUM
7539,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,2021.0,CHERY,TIGGO 2 ACT 1.5 16V FLEX AUT.5P
7547,VOYAGE 1.6 MSI FLEX 8V 4P,2022.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 8V 4P
7561,RAV4 2.0 4X2 16V AUT.,2018.0,TOYOTA,RAV4 2.0 4X2 16V AUT.
7570,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,2019.0,GM - CHEVROLET,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.
7676,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,2019.0,HONDA,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.
7689,HILUX SW4 4X4 3.0 24V V6,2021.0,TOYOTA,HILUX SW4 4X4 3.0 24V V6
7699,A3 SPB 122CV,2018.0,AUDI,I/AUDI A3 SPB 122CV
7726,STRADA ENDURANCE 1.4 FLEX 8V CD,2021.0,FIAT,STRADA ENDURANCE 1.4 FLEX 8V CD
7736,S 1000 R,2021.0,BMW,BMW S 1000 R
7738,ARGO PRECISION 1.8 16V FLEX MEC.,2018.0,FIAT,ARGO PRECISION 1.8 16V FLEX MEC.
7746,CAPTUR INTENSE 1.3 TB 16V FLEX 5P AUT.,2022.0,RENAULT,CAPTUR INTENSE 1.3 TB 16V FLEX 5P AUT.
7765,HR-V TOURING 1.5 TB 16V 5P AUT.,2021.0,HONDA,HR-V TOURING 1.5 TB 16V 5P AUT.
7792,AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,2018.0,VW - VOLKSWAGEN,AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE
7800,RENEGADE LIMITED AT,2020.0,JEEP,JEEP/RENEGADE LIMITED AT
7809,SANDERO ZEN FLEX 1.6 16V 5P MEC.,2021.0,RENAULT,SANDERO ZEN FLEX 1.6 16V 5P MEC.
7815,S 1000 RR,2021.0,BMW,BMW S 1000 RR
7843,SAVEIRO TRENDLINE 1.6 T.FLEX 8V,2022.0,VW - VOLKSWAGEN,SAVEIRO TRENDLINE 1.6 T.FLEX 8V
7857,TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4,2020.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4
7872,SPIN PREMIER 1.8 8V ECONO.FLEX 5P MEC.,2020.0,GM - CHEVROLET,SPIN PREMIER 1.8 8V ECONO.FLEX 5P MEC.
7892,GLA200FF,2019.0,M.BENZ,M.BENZ/GLA200FF
7921,E250 EXC,2017.0,M.BENZ,I/M.BENZ E250 EXC
7931,VW/17.230 CRM 4X2 4P,2020.0,VW - VOLKSWAGEN,VW/17.230 CRM 4X2 4P
7933,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,2018.0,HONDA,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.
7934,PALIO WEEK. ADV/ADV TRYON 1.8 MPI FLEX,2020.0,FIAT,PALIO WEEK. ADV/ADV TRYON 1.8 MPI FLEX
7941,VW/NOVO GOL TRACK MCV,2017.0,VW - VOLKSWAGEN,VW/NOVO GOL TRACK MCV
7951,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P,2019.0,FIAT,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P
7972,C180FF,2018.0,M.BENZ,M.BENZ/C180FF
7995,GOLF COMFORTLINE 1.0 TSI TOTAL FLEX MEC.,2017.0,VW - VOLKSWAGEN,GOLF COMFORTLINE 1.0 TSI TOTAL FLEX MEC.
8022,RANGER XLSCD4A22C,2022.0,FORD,I/FORD RANGER XLSCD4A22C
8037,208 ALLURE MT,2020.0,PEUGEOT,PEUGEOT/208 ALLURE MT
8039,UP! TAKE 1.0 TOTAL FLEX 12V 5P,2017.0,VW - VOLKSWAGEN,UP! TAKE 1.0 TOTAL FLEX 12V 5P
8043,A5 SPB 2.0TFSI S,2019.0,AUDI,I/AUDI A5 SPB 2.0TFSI S
8050,UP! TAKE 1.0 TOTAL FLEX 12V 5P,2018.0,VW - VOLKSWAGEN,UP! TAKE 1.0 TOTAL FLEX 12V 5P
8052,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.,2021.0,RENAULT,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.
8067,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD,2020.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD
8070,VIRTUS GTS 1.4 TSI 16V FLEX 4P,2021.0,VW - VOLKSWAGEN,VIRTUS GTS 1.4 TSI 16V FLEX 4P
8072,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,2022.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 16V 4P AUT.
8090,G 310 GS,2019.0,BMW,BMW G 310 GS
8093,CAPTUR INTENSE BOSE 1.6 16V FLEX 5P AUT.,2021.0,RENAULT,CAPTUR INTENSE BOSE 1.6 16V FLEX 5P AUT.
8108,UP! PEPPER 1.0 TSI T.FLEX 12V 5P,2018.0,VW - VOLKSWAGEN,UP! PEPPER 1.0 TSI T.FLEX 12V 5P
8110,COROLLA DYNAMIC 2.0 FLEX 16V AUT.,2017.0,TOYOTA,COROLLA DYNAMIC 2.0 FLEX 16V AUT.
8113,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2022.0,VW - VOLKSWAGEN,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT
8153,HB20S EVOLUTION 1.0 FLEX 12V MEC.,2021.0,HYUNDAI,HB20S EVOLUTION 1.0 FLEX 12V MEC.
8166,UP! PEPPER 1.0 TSI T.FLEX 12V 5P,2019.0,VW - VOLKSWAGEN,UP! PEPPER 1.0 TSI T.FLEX 12V 5P
8173,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL,2018.0,VW - VOLKSWAGEN,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL
8195,CRETA ATTITUDE 1.6 16V FLEX AUT.,2019.0,HYUNDAI,CRETA ATTITUDE 1.6 16V FLEX AUT.
8206,Q5 2.0TFSI,2020.0,AUDI,I/AUDI Q5 2.0TFSI
8240,S 1000 R,2019.0,BMW,BMW S 1000 R
8245,MOBI DRIVE GSR 1.0 FLEX 6V 5P,2018.0,FIAT,MOBI DRIVE GSR 1.0 FLEX 6V 5P
8255,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,2020.0,FIAT,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.
8258,UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P,2018.0,VW - VOLKSWAGEN,UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P
8261,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.,2022.0,HYUNDAI,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.
8292,ARGO PRECISION 1.8 16V FLEX AUT.,2018.0,FIAT,ARGO PRECISION 1.8 16V FLEX AUT.
8299,XC40 T5 R-DESIGN,2020.0,VOLVO,I/VOLVO XC40 T5 R-DESIGN
8325,ETIOS SD X VSC MT,2019.0,TOYOTA,TOYOTA/ETIOS SD X VSC MT
8335,LOGAN DYNAMIQUE HI-FLEX 1.6 8V 4P,2018.0,RENAULT,LOGAN DYNAMIQUE HI-FLEX 1.6 8V 4P
8336,X4 XDRIVE 28I X-LINE 2.0 TURBO 245CV AUT.,2018.0,BMW,BMW X4 XDRIVE 28I X-LINE 2.0 TURBO 245CV AUT
8344,VERSA 16 SV,2020.0,NISSAN,NISSAN/VERSA 16 SV
8346,F 850 GS PREMIUM,2022.0,BMW,BMW F 850 GS PREMIUM
8348,FRONTIER LE X4,2019.0,NISSAN,I/NISSAN FRONTIER LE X4
8359,CITROEN/C3 ATTRACTION A,2019.0,CITROËN,CITROEN/C3 ATTRACTION A
8372,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.,2020.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.
8382,CITROEN/C4CACTUS LIVE,2019.0,CITROËN,CITROEN/C4CACTUS LIVE
8397,VW/VOYAGE 1.0L MC5,2019.0,VW - VOLKSWAGEN,VW/VOYAGE 1.0L MC5
8411,UNO WAY 1.3,2018.0,FIAT,FIAT/UNO WAY 1.3
8424,COMPASS TRAILHAWK D,2020.0,JEEP,JEEP/COMPASS TRAILHAWK D
8435,KA SE PLUS 1.5 HAB,2018.0,FORD,FORD/KA SE PLUS 1.5 HAB
8438,TORO FREEDOM 2.0 16V 4X4 TB DIESEL AUT.,2018.0,FIAT,TORO FREEDOM 2.0 16V 4X4 TB DIESEL AUT.
8461,FOX XTREME 1.6 FLEX 8V 5P,2022.0,VW - VOLKSWAGEN,FOX XTREME 1.6 FLEX 8V 5P
8467,Q7 3.0TDI,2018.0,AUDI,I/AUDI Q7 3.0TDI
8503,CRETA ACTION 1.6 16V FLEX AUT.,2022.0,HYUNDAI,CRETA ACTION 1.6 16V FLEX AUT.
8521,UP! 1.0 TOTAL FLEX 12V 5P,2020.0,VW - VOLKSWAGEN,UP! 1.0 TOTAL FLEX 12V 5P
8526,UNO WAY 1.0 FLEX 6V 5P,2019.0,FIAT,UNO WAY 1.0 FLEX 6V 5P
8533,R 1250 GS SPORT,2022.0,BMW,BMW R 1250 GS SPORT
8546,S 1000 RR,2020.0,BMW,BMW S 1000 RR
8558,CITROEN/C3 ATTRACTION A,2018.0,CITROËN,CITROEN/C3 ATTRACTION A
8571,POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2022.0,VW - VOLKSWAGEN,POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.
8601,RANGER XL CS4 22C,2022.0,FORD,I/FORD RANGER XL CS4 22C
8607,MARCH 16SV,2020.0,NISSAN,NISSAN/MARCH 16SV
8614,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD,2021.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD
8633,WEEKEND ATTRACTIVE,2019.0,FIAT,FIAT/WEEKEND ATTRACTIVE
8637,CITROEN/AIRCROSS STARTMT,2020.0,CITROËN,CITROEN/AIRCROSS STARTMT
8640,MOBI DRIVE 1.0 FLEX 6V 5P,2019.0,FIAT,MOBI DRIVE 1.0 FLEX 6V 5P
8656,FIESTA 16SE,2019.0,FORD,FORD/FIESTA 16SE
8673,DUCATO ENGESIIC,2018.0,FIAT,I/FIAT DUCATO ENGESIGMIC
8677,VERSA 10,2019.0,NISSAN,NISSAN/VERSA 10
8678,R 1250 GS SPORT,2020.0,BMW,BMW R 1250 GS SPORT
8718,XC60 2.0 T5 INS,2018.0,VOLVO,I/VOLVO XC60 2.0 T5 INS
8720,UNO WAY 1.0 FLEX 6V 5P,2018.0,FIAT,UNO WAY 1.0 FLEX 6V 5P
8732,FIESTA 16SEL,2019.0,FORD,FORD/FIESTA 16SEL
8733,COMPASS LIMITED D,2021.0,JEEP,JEEP/COMPASS LIMITED D
8756,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT.,2017.0,VW - VOLKSWAGEN,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT
8782,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL,2018.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL
8790,GLA250,2019.0,M.BENZ,M.BENZ/GLA250
8824,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,2017.0,JEEP,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.
8834,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.,2021.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.
8860,YARIS XL SEDAN 1.5 FLEX 16V 4P MEC.,2019.0,TOYOTA,YARIS XL SEDAN 1.5 FLEX 16V 4P MEC.
8862,VW/UP MOVE MCV,2018.0,VW - VOLKSWAGEN,VW/UP MOVE MCV
8869,TORO ENDURANCE MT5,2020.0,FIAT,FIAT/TORO ENDURANCE MT5
8870,ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,2017.0,GM - CHEVROLET,ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.
8951,TORO BLACKJACK 2.4 16V FLEX AUT.,2018.0,FIAT,TORO BLACKJACK 2.4 16V FLEX AUT
8991,ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.,2021.0,GM - CHEVROLET,ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.
8999,GLE350D,2018.0,M.BENZ,I/M.BENZ GLE350D
9071,LOGAN EXPRESSION FLEX 1.6 16V 4P,2020.0,RENAULT,LOGAN EXPRESSION FLEX 1.6 16V 4P
9076,VOYAGE 1.0 FLEX 12V 4P,2021.0,VW - VOLKSWAGEN,VOYAGE 1.0 FLEX 12V 4P
9085,MOBI LIKE 1.0 FIRE FLEX 5P.,2017.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
9089,DUSTER 16 D CVT,2018.0,RENAULT,RENAULT/DUSTER 16 D CVT
9144,VERSA 16 S,2019.0,NISSAN,NISSAN/VERSA 16 S
9148,HB20X VISION 1.6 FLEX 16V AUT.,2020.0,HYUNDAI,HB20X VISION 1.6 FLEX 16V AUT.
9151,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,2020.0,CHERY,TIGGO 7 T 1.5 16V TURBO FLEX AUT.
9154,HB20 SPORT 1.0 TB FLEX 12V AUT.,2021.0,HYUNDAI,HB20 SPORT 1.0 TB FLEX 12V AUT.
9162,ECOSPORT ATM4AT 2.0,2021.0,FORD,FORD/ECOSPORT ATM4AT 2.0
9168,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL,2022.0,TOYOTA,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL
9178,YARIS XL 1.3 FLEX 16V 5P MEC.,2019.0,TOYOTA,YARIS XL 1.3 FLEX 16V 5P MEC.
9183,PALIO WEEK. ADV/ADV TRYON 1.8 MPI FLEX,2017.0,FIAT,PALIO WEEK. ADV/ADV TRYON 1.8 MPI FLEX
9186,ETIOS XLS 1.5 FLEX 5P AUT.,2019.0,TOYOTA,ETIOS XLS 1.5 FLEX 5P AUT.
9223,G 310 GS,2020.0,BMW,BMW G 310 GS
9232,TORO FREEDOM AT P,2017.0,FIAT,FIAT/TORO FREEDOM AT P
9316,FRONTIER LEATX4,2018.0,NISSAN,I/NISSAN FRONTIER LEATX4
9362,PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,2017.0,GM - CHEVROLET,PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.
9438,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT.,2019.0,GM - CHEVROLET,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT
9480,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P,2020.0,HONDA,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P
9482,CAPTUR ICONIC 1.3 TB 16V FLEX 5P AUT.,2022.0,RENAULT,CAPTUR ICONIC 1.3 TB 16V FLEX 5P AUT.
9489,LOGAN EXPRES. AVANTAGE FLEX 1.0 12V 4P,2020.0,RENAULT,LOGAN EXPRES. AVANTAGE FLEX 1.0 12V 4P
9490,RANGER XLSBLK2A22,2022.0,FORD,I/FORD RANGER XLSBLK2A22
9501,YARIS XLS CONNECT 1.5 FLEX 16V 5P AUT.,2022.0,TOYOTA,YARIS XLS CONNECT 1.5 FLEX 16V 5P AUT.
9526,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,2017.0,RENAULT,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.
9537,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,2019.0,CHERY,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P
9577,TRAILBLAZER LTZ 3.6 V6 AUT.,2017.0,GM - CHEVROLET,TRAILBLAZER LTZ 3.6 V6 AUT.
9579,DUSTER EXPRESSION 1.6 FLEX 16V AUT.,2020.0,RENAULT,DUSTER EXPRESSION 1.6 FLEX 16V AUT.
9597,SANDERO ZEN FLEX 1.0 12V 5P MEC.,2021.0,RENAULT,SANDERO ZEN FLEX 1.0 12V 5P MEC.
9612,NIVUS HIGHLINE 1.0 200 TSI FLEX AUT.,2017.0,VW - VOLKSWAGEN,NIVUS HIGHLINE 1.0 200 TSI FLEX AUT.
9626,PULSE DRIVE AT,2022.0,FIAT,PULSE DRIVE AT
9645,ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,2017.0,GM - CHEVROLET,ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.
9657,VERSA 16 SV,2018.0,NISSAN,NISSAN/VERSA 16 SV
9684,SANDERO SIC16CVT,2020.0,RENAULT,RENAULT/SANDERO SIC16CVT
9714,LOGAN DYNAMIQUE HI-FLEX 1.6 8V 4P,2017.0,RENAULT,LOGAN DYNAMIQUE HI-FLEX 1.6 8V 4P
9746,CRETA PULSE 1.6 16V FLEX MEC.,2018.0,HYUNDAI,CRETA PULSE 1.6 16V FLEX MEC.
9761,STRADA FREEDOM 1.3 FLEX 8V CS PLUS,2019.0,FIAT,STRADA FREEDOM 1.3 FLEX 8V CS PLUS
9804,MARCH 16SV CVT,2018.0,NISSAN,NISSAN/MARCH 16SV CVT
9814,CITROEN/C3 PTECH M ATTR,2018.0,CITROËN,CITROEN/C3 PTECH M ATTR
9815,GLA200FF,2018.0,M.BENZ,M.BENZ/GLA200FF
9839,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,2019.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 16V 4P AUT.
9857,ETIOS XLS SEDAN 1.5 FLEX 16V 4P AUT.,2018.0,TOYOTA,ETIOS XLS SEDAN 1.5 FLEX 16V 4P AUT.
9872,SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,2020.0,GM - CHEVROLET,SPIN LT 1.8 8V ECONO.FLEX 5P AUT.
9875,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,2019.0,GM - CHEVROLET,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P
9897,XC60 T8 INSCRIPT,2021.0,VOLVO,I/VOLVO XC60 T8 INSCRIPT
9926,CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT.,2019.0,GM - CHEVROLET,CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT
9933,VERSA 16SL CVT,2017.0,NISSAN,NISSAN/VERSA 16SL CVT
9940,PALIO WAY 1.0 FIRE FLEX 8V 5P,2017.0,FIAT,PALIO WAY 1.0 FIRE FLEX 8V 5P
9957,MOBI EASY 1.0 FIRE FLEX 5P.,2018.0,FIAT,MOBI EASY 1.0 FIRE FLEX 5P.
10004,FIESTA 16SEL AT,2017.0,FORD,FORD/FIESTA 16SEL AT
10016,CRONOS PRECISION 1.8 16V FLEX AUT.,2018.0,FIAT,CRONOS PRECISION 1.8 16V FLEX AUT.
10027,SPACEFOX CL MBV,2017.0,VW - VOLKSWAGEN,I/VW SPACEFOX CL MBV
10032,VW/FOX TL MBV,2018.0,VW - VOLKSWAGEN,VW/FOX TL MBV
10037,GLA250,2017.0,M.BENZ,M.BENZ/GLA250
10043,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,2018.0,VW - VOLKSWAGEN,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P
10124,FIT DX 1.5 FLEXONE 16V 5P MEC.,2020.0,HONDA,FIT DX 1.5 FLEXONE 16V 5P MEC.
10130,DUSTER OROCH DYNA. 2.0 FLEX 16V MEC.,2022.0,RENAULT,DUSTER OROCH DYNA. 2.0 FLEX 16V MEC.
10134,X3 XDRIVE 30I X-LINE 2.0 TURBO 252CV AUT.,2019.0,BMW,BMW X3 XDRIVE 30I X-LINE 2.0 TURBO 252CV AUT
10137,HB20 VISION 1.6 FLEX 16V AUT.,2021.0,HYUNDAI,HB20 VISION 1.6 FLEX 16V AUT
10143,2008 ALLURE PK,2021.0,PEUGEOT,PEUGEOT/2008 ALLURE PK
10171,SANDERO ZEN16CVT,2020.0,RENAULT,RENAULT/SANDERO ZEN16CVT
10173,CITY SEDAN DX 1.5 FLEX 16V MEC.,2021.0,HONDA,CITY SEDAN DX 1.5 FLEX 16V MEC.
10183,ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.,2020.0,GM - CHEVROLET,ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.
10188,XC40 T4,2019.0,VOLVO,I/VOLVO XC40 T4
10194,S 1000 RR,2022.0,BMW,BMW S 1000 RR
10266,C250,2018.0,M.BENZ,M.BENZ/C250
10283,ARGO HGT 1.8 16V FLEX AUT.,2020.0,FIAT,ARGO HGT 1.8 16V FLEX AUT.
10297,750I,2022.0,BMW,750I
10342,COROLLA GLI 1.8 FLEX 16V AUT.,2017.0,TOYOTA,COROLLA GLI 1.8 FLEX 16V AUT.
